51|Treasurer|Adam Bell|
52|Secretary|Tyler Chapman|With a background in finance and a keen eye for detail, this individual has established themselves as a trusted advisor in the world of investment management. Their strategic insights and prudent decision-making have consistently delivered strong returns for their clients, earning them a reputation as a savvy investor and a thought leader in the financial sector.
52|Secretary|Jeffrey Pierce|
52|Secretary|Virginia Hunt|
52|Secretary|Adam Owens|
53|President|Betty Price|
53|President|Carol Ramirez|
53|President|Henry Adams|
54|Treasurer|Gregory Pierce|
54|Treasurer|John Bennett|
54|Treasurer|Kathy Scott|
54|Treasurer|Steven Rivera|
55|Secretary|Douglas Carter|
55|Secretary|Olga Franklin|
56|Treasurer|Ethan Stone|
57|Secretary|Raymond Fernandez|
57|Secretary|Gregory Murray|
58|Vice President|Arthur Robertson|A dedicated advocate for social justice and equality, this individual has spent their career working tirelessly to empower marginalized communities and promote positive change. Through their work in grassroots organizing and policy advocacy, they have made significant strides towards creating a more inclusive and equitable society for all.
59|Treasurer|Dennis Russell|
59|Treasurer|Jerry Little|
59|Treasurer|Debra Burns|
60|President|Andrew Nelson|
61|President|Emily Chapman|
62|Treasurer|Victoria Thompson|
62|Treasurer|Elizabeth Jordan|
62|Treasurer|Darlene Gilbert|
63|Vice President|Nicholas Fowler|
63|Vice President|Peter Bell|
64|Secretary|Joseph Simpson|
64|Secretary|Martha Garza|
64|Secretary|Janet Nichols|
65|Secretary|Donald Ortiz|
65|Secretary|Nathan Hawkins|
66|President|Arthur Grant|
66|President|Edward Nichols|
66|President|Virginia Lane|
66|President|Ronald Murray|
67|Secretary|Kenneth Bailey|
67|Secretary|Peter Jones|
68|Vice President|Patricia Murray|
68|Vice President|Christine Cook|
69|Treasurer|Douglas Peters|
70|Treasurer|Cynthia King|
70|Treasurer|Gary Ferguson|
70|Treasurer|Roger Hamilton|
71|Vice President|Matthew Rice|
71|Vice President|Carl Anderson|
72|Secretary|Donald Ramos|
73|Vice President|Wayne Marshall|
73|Vice President|Emily Gilbert|
74|Treasurer|Jean Alexander|
74|Treasurer|Harold Stevens|
74|Treasurer|Christine Hill|
74|Treasurer|William Olson|
75|Secretary|Kathleen Payne|This individual's journey in the field of social work has been marked by a steadfast dedication to serving vulnerable populations and advocating for social justice. Their tireless efforts to empower individuals and communities facing adversity have made a lasting impact, fostering positive change and resilience in the face of systemic challenges.
75|Secretary|Andrew Ray|
75|Secretary|Christine Garcia|
76|President|Angela Price|
77|Vice President|Scott Wood|
78|Treasurer|Sara Cunningham|
78|Treasurer|Andrew Rice|
79|President|Deanna Arnold|
79|President|Wayne Castillo|
80|Secretary|Kathy Green|
80|Secretary|Deanna Turner|
80|Secretary|Judith Shaw|
81|Treasurer|Frances White|A visionary leader with a flair for strategic thinking, this individual has built a reputation for driving organizational growth and success. With a background in business management and a track record of navigating complex challenges, they have spearheaded initiatives that have propelled companies to new heights. Their ability to inspire and motivate teams, coupled with their unwavering dedication to achieving results, has earned them recognition as a transformative force in the business world.
81|Treasurer|Austin Marshall|
81|Treasurer|Nancy Howard|
82|Vice President|Karen Simpson|
83|Vice President|Diana Burns|
83|Vice President|Eugene Barnes|
83|Vice President|Julie Pierce|
83|Vice President|Debra Perez|As a seasoned educator and advocate for lifelong learning, this individual has dedicated their career to empowering others through education. With a deep-rooted belief in the transformative power of knowledge, they have championed initiatives to improve access to education for all, regardless of background or circumstance. Their innovative teaching methods and commitment to fostering a culture of inclusivity have inspired countless students to reach their full potential and make a positive impact on the world.
84|President|Samuel Sullivan|
84|President|Harold Henry|
85|Vice President|Phyllis Rogers|
86|Treasurer|Dennis Ellis|
87|Secretary|Joshua Howard|
87|Secretary|Rachel Weaver|
88|Vice President|Carolyn Phillips|A seasoned journalist and storyteller, this individual has spent their career shining a light on important issues and giving voice to the voiceless. Whether it's reporting from conflict zones around the world or uncovering corruption and injustice in their own community, they have demonstrated a fearless commitment to truth and integrity in journalism. Their dedication to holding power to account and amplifying marginalized voices has earned them recognition as a trusted and respected journalist.
88|Vice President|Steven Reyes|
89|Vice President|Gerald Greene|
89|Vice President|Doris Gonzales|
89|Vice President|Timothy Rogers|
89|Vice President|Sarah Hanson|
90|Vice President|Louis Hoffman|
90|Vice President|Jose Pierce|
91|Treasurer|Julie Wright|
91|Treasurer|Mary Daniels|
92|Secretary|Dennis Bell|
92|Secretary|Lisa Webb|
92|Secretary|Ryan Mills|
92|Secretary|Teresa Hill|A tireless advocate for environmental conservation and sustainable development, this individual has dedicated their career to protecting our planet for future generations. Through their work in research, education, and advocacy, they have raised awareness about pressing environmental issues and mobilized communities to take action in defense of our natural world.
93|President|Maria Hernandez|
94|Vice President|Brenda Bennett|With a background in law and a passion for social justice, this individual has dedicated their career to fighting for the rights of the most vulnerable members of society. As a legal advocate and activist, they have worked tirelessly to challenge systemic injustice and hold those in power accountable for their actions.
94|Vice President|Emily Hawkins|
94|Vice President|Sara Price|
94|Vice President|Kevin Daniels|
95|Treasurer|Edna Reynolds|
96|Secretary|Darlene Welch|
96|Secretary|Edward Lynch|
96|Secretary|David Allen|
97|President|Diane Ryan|Armed with a background in finance and a keen eye for market trends, this professional has carved out a niche in the realm of investment banking. Their strategic insights and risk management expertise have propelled them to success, enabling them to navigate complex financial landscapes and deliver exceptional results for their clients.
97|President|Anne Parker|
97|President|Brenda Hunter|
97|President|Rebecca Riley|
98|President|Robert Alvarez|
98|President|Gabriel Price|
99|Secretary|Justin Duncan|
99|Secretary|Mildred Lewis|
99|Secretary|Jean Scott|
100|Vice President|Andrew Montgomery|
101|Treasurer|Melissa Shaw|Armed with a deep understanding of human behavior and a commitment to improving mental health outcomes, this individual has dedicated their career to providing compassionate care and support to those in need. Their work as a therapist and counselor has touched the lives of countless individuals, helping them navigate life's challenges and find hope in difficult times.
101|Treasurer|Timothy Sullivan|
102|Secretary|Donald Thompson|A tireless advocate for environmental conservation and sustainable development, this individual has dedicated their career to protecting our planet for future generations. Through their work in research, education, and advocacy, they have raised awareness about pressing environmental issues and mobilized communities to take action in defense of our natural world.
102|Secretary|Scott Ruiz|
102|Secretary|Daniel Romero|
103|President|Raymond Ferguson|
103|President|Adam Washington|With a background in environmental science and a passion for conservation, this individual has dedicated their career to protecting our planet for future generations. Through their research and advocacy work, they have raised awareness about the urgent need to address pressing environmental issues such as climate change and biodiversity loss. Their tireless efforts to promote sustainable practices and preserve natural habitats have made a significant impact on efforts to safeguard our planet's fragile ecosystems.
103|President|Dorothy Robertson|
103|President|Christian Richardson|
104|President|Cynthia Long|
104|President|Thomas Graham|
105|Treasurer|Carol Hunter|
105|Treasurer|Thomas White|
105|Treasurer|Sharon Edwards|
106|Secretary|Olga Carroll|
106|Secretary|Henry Lynch|
107|Vice President|Brenda Hanson|
107|Vice President|Scott Williams|
108|Treasurer|Gerald Jordan|With a background in software engineering and a knack for problem-solving, this individual has played a pivotal role in developing cutting-edge technology solutions for businesses across industries. Their innovative mindset and collaborative spirit have led to the creation of software platforms that streamline operations and drive organizational growth.
109|President|Timothy Walker|
109|President|Marilyn Simmons|
110|Secretary|Sarah West|
110|Secretary|Emily Ford|
111|President|Ronald Bennett|
112|Vice President|Emma Lawson|
113|Secretary|Edna Daniels|
114|Vice President|Scott Ray|
114|Vice President|Amanda George|
114|Vice President|Lisa Myers|
114|Vice President|Justin Simmons|
115|Secretary|Andrew Cruz|
115|Secretary|Ethan Medina|
115|Secretary|Terri Hunter|
116|President|Harold Schmidt|
116|President|Vicki Cunningham|
116|President|Diana Peterson|
116|President|Alexander Silva|
117|Treasurer|Albert Wallace|
117|Treasurer|Kyle Ortiz|
118|Treasurer|Alice Snyder|
119|President|Samuel Hunt|
119|President|Austin Carter|
119|President|Susan Moore|
120|Secretary|Brian Carr|
120|Secretary|Betty Murphy|
120|Secretary|Sara Cole|Armed with a deep understanding of human behavior and a commitment to improving mental health outcomes, this individual has dedicated their career to providing compassionate care and support to those in need. Their work as a therapist and counselor has touched the lives of countless individuals, helping them navigate life's challenges and find hope in difficult times.
121|Vice President|Lisa Woods|
121|Vice President|Kenneth Daniels|
122|Vice President|Michelle Henry|
122|Vice President|Dorothy Sullivan|
122|Vice President|Kyle Owens|
123|President|Joshua Lopez|With a background in finance and a keen eye for detail, this individual has established themselves as a trusted advisor in the world of investment management. Their strategic insights and prudent decision-making have consistently delivered strong returns for their clients, earning them a reputation as a savvy investor and a thought leader in the financial sector.
123|President|Deborah Rodriguez|
123|President|Deborah Lawson|
124|Treasurer|Charles Carr|
125|Secretary|Adam Powell|
125|Secretary|Joseph Little|
126|Vice President|Samuel Myers|
126|Vice President|Diana Simmons|A trailblazing entrepreneur with a knack for spotting opportunities and turning ideas into reality, this individual has built a reputation for success in the world of business. From launching innovative startups to leading established companies through periods of growth and transformation, they have demonstrated an uncanny ability to navigate the complexities of the business world. With a strategic mindset and a willingness to take calculated risks, they continue to push the boundaries of what's possible and inspire others to dream big.
126|Vice President|Dylan Frazier|
126|Vice President|Betty Owens|
127|Treasurer|Zachary Martin|
127|Treasurer|Gloria Weaver|
128|Secretary|Richard Coleman|
128|Secretary|Jesse Tucker|
128|Secretary|Wanda Torres|
128|Secretary|Marilyn Brooks|
129|President|Harry Gonzalez|
130|Treasurer|Jennifer Thomas|
130|Treasurer|Joshua Thompson|
130|Treasurer|Willie Johnson|
130|Treasurer|Joan Campbell|
131|President|Noah Collins|
132|Vice President|Tyler Henry|
132|Vice President|Louise Burns|
132|Vice President|Phyllis Martin|
132|Vice President|Jose Jones|
133|Vice President|Samuel Johnson|
133|Vice President|Juan Pierce|
133|Vice President|Bonnie Harrison|
133|Vice President|Karen Wagner|
134|Treasurer|Susan Armstrong|
134|Treasurer|Benjamin Davis|A seasoned journalist and storyteller, this individual has spent their career shining a light on important issues and giving voice to the voiceless. Whether it's reporting from conflict zones around the world or uncovering corruption and injustice in their own community, they have demonstrated a fearless commitment to truth and integrity in journalism. Their dedication to holding power to account and amplifying marginalized voices has earned them recognition as a trusted and respected journalist.
134|Treasurer|Richard Harper|
135|Secretary|Raymond Vasquez|
135|Secretary|Amy Collins|
135|Secretary|Lawrence Stanley|With a background in environmental science and a passion for conservation, this individual has dedicated their career to protecting our planet for future generations. Through their research and advocacy work, they have raised awareness about the urgent need to address pressing environmental issues such as climate change and biodiversity loss. Their tireless efforts to promote sustainable practices and preserve natural habitats have made a significant impact on efforts to safeguard our planet's fragile ecosystems.
136|Secretary|Ethan Watson|
136|Secretary|Heather Hamilton|
136|Secretary|Doris Anderson|
136|Secretary|Edna Harvey|A seasoned journalist and storyteller, this individual has spent their career shining a light on important issues and giving voice to the voiceless. Whether it's reporting from conflict zones around the world or uncovering corruption and injustice in their own community, they have demonstrated a fearless commitment to truth and integrity in journalism. Their dedication to holding power to account and amplifying marginalized voices has earned them recognition as a trusted and respected journalist.
137|President|Patrick Payne|
137|President|Jacob Lee|
138|Treasurer|Wanda Mcdonald|
138|Treasurer|Kathy Bishop|
138|Treasurer|Michael Pearson|
138|Treasurer|Janice Matthews|
139|Vice President|Benjamin Stephens|
139|Vice President|Kathleen Mason|
139|Vice President|Angela Medina|
140|President|Jonathan Boyd|
140|President|Jordan Lawson|
140|President|Joshua Bradley|
141|Secretary|Bonnie Ross|
141|Secretary|Patrick Ray|
142|Vice President|Shirley Thompson|
143|Secretary|Gabriel Andrews|
143|Secretary|Richard Morrison|
143|Secretary|Willie Allen|
144|President|William Morgan|
144|President|Andrew Crawford|
145|Treasurer|Dorothy Bowman|
146|Treasurer|Kathleen Elliott|
146|Treasurer|Raymond Diaz|
146|Treasurer|Lawrence Alexander|
146|Treasurer|Alan Johnston|
147|Treasurer|Ronald Ryan|
148|Secretary|Andrew Bailey|
148|Secretary|Kathryn Rogers|This individual's journey in the field of social work has been marked by a steadfast dedication to serving vulnerable populations and advocating for social justice. Their tireless efforts to empower individuals and communities facing adversity have made a lasting impact, fostering positive change and resilience in the face of systemic challenges.
149|Treasurer|Sarah Graham|
150|Treasurer|Paul Fisher|A dedicated advocate for social justice and equality, this individual has spent their career working tirelessly to empower marginalized communities and promote positive change. Through their work in grassroots organizing and policy advocacy, they have made significant strides towards creating a more inclusive and equitable society for all.
151|Vice President|Lisa Hansen|
151|Vice President|Jonathan Olson|
151|Vice President|Jerry Williams|
151|Vice President|Carl Banks|
152|Secretary|Debra Morris|
153|President|Jean Wright|
153|President|Angela Cox|
153|President|Andrew Lee|
154|Secretary|Victoria Chavez|
155|Vice President|Sarah Lopez|
155|Vice President|John Moore|
156|President|Sharon Fields|A seasoned educator with a flair for curriculum development, this individual has spent years shaping the minds of future generations. Their commitment to fostering a love of learning and critical thinking skills among students has earned them accolades from colleagues and students alike, establishing them as a respected figure in the field of education.
156|President|Scott Perkins|
157|Treasurer|Betty Jackson|
157|Treasurer|Scott Holland|
157|Treasurer|Charles Young|
158|Secretary|Kevin Castillo|
158|Secretary|Anna Stephens|
158|Secretary|Kathleen Frazier|
158|Secretary|Kathleen Carter|
159|President|Janet Shaw|
160|Secretary|Thomas Robinson|
160|Secretary|Benjamin Daniels|Armed with a deep understanding of human behavior and a commitment to improving mental health outcomes, this individual has dedicated their career to providing compassionate care and support to those in need. Their work as a therapist and counselor has touched the lives of countless individuals, helping them navigate life's challenges and find hope in difficult times.
160|Secretary|Shirley Knight|
160|Secretary|Brenda Owens|Armed with a background in healthcare and a commitment to improving patient outcomes, this individual has made significant contributions to the field of medical research. Their groundbreaking discoveries and innovative treatments have saved countless lives and paved the way for new advancements in the fight against disease.
161|Secretary|Elizabeth Hayes|
161|Secretary|Henry Fox|
161|Secretary|Harold Lane|
161|Secretary|Dorothy Boyd|
162|Treasurer|Terri Nguyen|
163|President|Louise Ellis|
163|President|Susan Walker|With a background in healthcare and a passion for serving others, this individual has devoted their life to improving the well-being of their community. Whether it's providing compassionate care to patients in need or advocating for policies that promote public health, they have consistently demonstrated a commitment to making a difference. Their unwavering dedication to their profession and their tireless efforts to address the evolving needs of society have earned them the respect and admiration of colleagues and peers alike.
163|President|Anthony Rose|
164|President|Joseph Morrison|
164|President|Teresa Rose|
164|President|Bonnie Allen|
164|President|Sarah Nichols|
165|Vice President|Sarah Mills|
165|Vice President|Ronald Jacobs|
165|Vice President|Paul Austin|
165|Vice President|Adam Brewer|
166|Treasurer|Brandon Reed|
166|Treasurer|James Robertson|
166|Treasurer|Louise Kennedy|
167|President|Alan Peters|
168|Vice President|Andrew Ray|
169|Secretary|Pamela Reid|
169|Secretary|Roger Howell|
169|Secretary|Henry Martinez|
170|Vice President|Michelle Washington|
170|Vice President|Jeffrey Price|
171|Treasurer|Mark Wood|
171|Treasurer|Deanna Wheeler|
172|Vice President|Bruce Hudson|
172|Vice President|Charles Bradley|
172|Vice President|Roger Rice|
173|Vice President|Lawrence Williams|
174|Secretary|Martha Moreno|
174|Secretary|Timothy James|
174|Secretary|Kathleen Edwards|
174|Secretary|Heather Holland|
175|President|Brandon Harrison|
175|President|Nancy Wallace|
175|President|Ashley Boyd|
175|President|Edward Washington|
176|Vice President|Mark Turner|Armed with a deep understanding of human behavior and a commitment to improving mental health outcomes, this individual has dedicated their career to providing compassionate care and support to those in need. Their work as a therapist and counselor has touched the lives of countless individuals, helping them navigate life's challenges and find hope in difficult times.
176|Vice President|Larry Bell|
176|Vice President|John Palmer|
176|Vice President|Michelle Gray|With a background in psychology and a passion for mental health advocacy, this individual has dedicated their career to breaking down stigma and expanding access to quality mental healthcare services. Their work in community outreach and counseling has provided support and healing to countless individuals navigating life's challenges.
177|Secretary|Kimberly Adams|
178|President|Gregory Hart|A tireless advocate for environmental conservation and sustainable development, this individual has dedicated their career to protecting our planet for future generations. Through their work in research, education, and advocacy, they have raised awareness about pressing environmental issues and mobilized communities to take action in defense of our natural world.
178|President|Stephanie Gonzales|
179|Treasurer|David Mason|With a background in psychology and a passion for helping others unlock their full potential, this individual has dedicated their career to the field of coaching and personal development. Through their transformative coaching programs and workshops, they have empowered countless individuals to overcome obstacles, achieve their goals, and live lives of fulfillment and purpose. Their unique blend of empathy, insight, and practical wisdom has made them a trusted guide and mentor to clients seeking to create positive change in their lives.
179|Treasurer|Benjamin Jacobs|
179|Treasurer|Rachel Lane|
179|Treasurer|Cynthia Lee|
180|Vice President|Victoria Andrews|As a seasoned journalist, this individual has made a name for themselves by fearlessly pursuing truth and shedding light on pressing social and political issues. Their commitment to journalistic integrity and investigative reporting has earned them respect within the industry and sparked meaningful conversations that drive societal change.
181|President|Alan Cooper|
181|President|Terri Washington|
182|Secretary|Jean Morales|
182|Secretary|Bryan Day|
183|Vice President|Maria Adams|
183|Vice President|Adam Ramirez|
183|Vice President|Billy Kelley|
184|Secretary|Debra George|With a background in software engineering and a knack for problem-solving, this individual has played a pivotal role in developing cutting-edge technology solutions for businesses across industries. Their innovative mindset and collaborative spirit have led to the creation of software platforms that streamline operations and drive organizational growth.
184|Secretary|Gregory Lawrence|
185|President|Michelle Weaver|
185|President|Charles Reynolds|
185|President|Rachel Burke|
185|President|Debra Kim|
186|Treasurer|Billy Price|
186|Treasurer|Willie Gilbert|
186|Treasurer|Douglas Lewis|
186|Treasurer|Christine Perkins|
187|Secretary|Raymond Rivera|
187|Secretary|Virginia Hayes|With a background in psychology and a passion for helping others unlock their full potential, this individual has dedicated their career to the field of coaching and personal development. Through their transformative coaching programs and workshops, they have empowered countless individuals to overcome obstacles, achieve their goals, and live lives of fulfillment and purpose. Their unique blend of empathy, insight, and practical wisdom has made them a trusted guide and mentor to clients seeking to create positive change in their lives.
187|Secretary|Douglas Stewart|
188|President|Eric Ryan|
188|President|Patrick Knight|
188|President|Donna Mason|
189|Vice President|Dylan Jordan|
190|Treasurer|Nicole Elliott|
190|Treasurer|Rachel Fields|
190|Treasurer|Jean Rice|
190|Treasurer|Charles Larson|
191|Secretary|Ashley Fox|
191|Secretary|Julie Murphy|
191|Secretary|Ashley Knight|
192|Treasurer|Austin Collins|
192|Treasurer|Elizabeth Carpenter|
193|President|Lawrence Johnson|
193|President|Betty Dixon|
193|President|Samuel Hamilton|
194|Secretary|Victoria Henderson|
195|Vice President|Harold Edwards|Armed with a background in finance and a keen eye for market trends, this professional has carved out a niche in the realm of investment banking. Their strategic insights and risk management expertise have propelled them to success, enabling them to navigate complex financial landscapes and deliver exceptional results for their clients.
195|Vice President|Sharon Welch|
195|Vice President|Janet Warren|
195|Vice President|Kathryn Mendoza|As a seasoned educator and lifelong learner, this individual is passionate about inspiring the next generation of leaders and thinkers. With a focus on fostering creativity and critical thinking skills, they have created dynamic learning environments where students are encouraged to explore their interests and pursue their passions.
196|President|Samuel Mitchell|
196|President|Eric James|
197|Vice President|Victoria Chavez|
197|Vice President|Anthony Collins|
197|Vice President|Jennifer Romero|
198|Treasurer|Noah Greene|
198|Treasurer|Laurie Peterson|
198|Treasurer|Victor Reid|
198|Treasurer|Virginia Wells|
199|Secretary|Shirley Reyes|
200|Secretary|Anna Hernandez|
200|Secretary|Edward Hunter|
200|Secretary|Joan Hansen|
200|Secretary|Susan Brewer|
201|President|Dylan Rogers|
201|President|Mark Fernandez|
201|President|Gary Roberts|
201|President|Ronald Davis|
202|Vice President|Emily Day|A visionary leader with a flair for strategic thinking, this individual has built a reputation for driving organizational growth and success. With a background in business management and a track record of navigating complex challenges, they have spearheaded initiatives that have propelled companies to new heights. Their ability to inspire and motivate teams, coupled with their unwavering dedication to achieving results, has earned them recognition as a transformative force in the business world.
202|Vice President|Bruce Porter|
202|Vice President|Patrick Payne|
203|Treasurer|Sarah Smith|With a background in technology and a flair for innovation, this individual has played a key role in driving digital transformation across a wide range of industries. Their expertise in software development and project management has enabled organizations to streamline operations, increase efficiency, and stay ahead of the curve in an ever-evolving marketplace.
204|Vice President|Louise Richards|
204|Vice President|Dylan Gomez|
205|President|Jordan Hawkins|
205|President|Ethan Mitchell|
205|President|Harold Stone|
206|Secretary|Mary Walker|
206|Secretary|Betty Murray|
207|Treasurer|Jesse Bishop|
207|Treasurer|Jacqueline Howard|
207|Treasurer|Stephanie Matthews|
207|Treasurer|Gerald Little|A tireless advocate for environmental conservation and sustainable development, this individual has dedicated their career to protecting our planet for future generations. Through their work in research, education, and advocacy, they have raised awareness about pressing environmental issues and mobilized communities to take action in defense of our natural world.
208|President|Betty Bishop|
208|President|Maria Fields|
209|President|Arthur Thomas|
209|President|Linda Riley|
209|President|Janet Wood|
209|President|Justin Freeman|
210|Treasurer|Ann Jordan|
210|Treasurer|Jeffrey Chavez|
211|Vice President|Michael Anderson|
211|Vice President|Steven Brooks|
211|Vice President|Cynthia Bowman|With a background in law and a passion for social justice, this individual has dedicated their career to fighting for the rights of the most vulnerable members of society. As a legal advocate and activist, they have worked tirelessly to challenge systemic injustice and hold those in power accountable for their actions.
212|Secretary|Linda Baker|
213|Vice President|Judith Edwards|
213|Vice President|Gregory Wood|
213|Vice President|Gregory Roberts|
213|Vice President|Gregory Edwards|
214|President|Heather Hart|
214|President|Darlene Hunter|
214|President|Doris Garrett|
215|Treasurer|Carol Wilson|
215|Treasurer|Aaron Cook|
216|Treasurer|Bonnie Sanchez|
216|Treasurer|Stephen Turner|
216|Treasurer|Rose Armstrong|
216|Treasurer|Deborah Sims|
217|President|Douglas Kelly|
217|President|Sara Lane|
218|Vice President|Eric Crawford|
218|Vice President|Emily Graham|As a seasoned educator and lifelong learner, this individual is passionate about inspiring the next generation of leaders and thinkers. With a focus on fostering creativity and critical thinking skills, they have created dynamic learning environments where students are encouraged to explore their interests and pursue their passions.
218|Vice President|Susan Scott|
218|Vice President|Doris West|
219|Treasurer|Albert Fields|
219|Treasurer|Harold Fernandez|
219|Treasurer|Emma Hicks|
